ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,comments
1111 N HUMBOLDT,CHI010,42382,20,
1111 N HUMBOLDT,CHI010,42383,45,
1111 N HUMBOLDT,CHI010,42384,42,
1111 N HUMBOLDT,CHI010,42385,82,
1111 N HUMBOLDT,CHI010,42386,55,
1111 N HUMBOLDT,CHI010,42387,64,
1111 N HUMBOLDT,CHI010,42388,59,
1111 N HUMBOLDT,CHI010,42389,35,
1111 N HUMBOLDT,CHI010,42390,34,
1111 N HUMBOLDT,CHI010,42391,42,
1111 N HUMBOLDT,CHI010,42392,56,
1111 N HUMBOLDT,CHI010,42393,51,
1111 N HUMBOLDT,CHI010,42394,35,
1111 N HUMBOLDT,CHI010,42395,38,
1111 N HUMBOLDT,CHI010,42396,47,
1111 N HUMBOLDT,CHI010,42397,46,
1111 N HUMBOLDT,CHI010,42398,49,
1111 N HUMBOLDT,CHI010,42399,66,
1111 N HUMBOLDT,CHI010,42400,35,
1111 N HUMBOLDT,CHI010,42401,39,
1111 N HUMBOLDT,CHI010,42402,31,
1111 N HUMBOLDT,CHI010,42403,41,
1111 N HUMBOLDT,CHI010,42404,37,
1111 N HUMBOLDT,CHI010,42405,54,
1111 N HUMBOLDT,CHI010,42406,78,
1111 N HUMBOLDT,CHI010,42407,59,
1111 N HUMBOLDT,CHI010,42408,38,
1111 N HUMBOLDT,CHI010,42409,58,
1111 N HUMBOLDT,CHI010,42410,46,
1111 N HUMBOLDT,CHI010,42411,48,
1111 N HUMBOLDT,CHI010,42412,65,
1111 N HUMBOLDT,CHI010,42413,77,
1111 N HUMBOLDT,CHI010,42414,34,
1111 N HUMBOLDT,CHI010,42415,35,
1111 N HUMBOLDT,CHI010,42416,35,
1111 N HUMBOLDT,CHI010,42417,51,
1111 N HUMBOLDT,CHI010,42418,23,
1111 N HUMBOLDT,CHI010,42419,50,
1111 N HUMBOLDT,CHI010,42420,65,
1111 N HUMBOLDT,CHI010,42421,76,
1111 N HUMBOLDT,CHI010,42422,59,
1111 N HUMBOLDT,CHI010,42423,48,
1111 N HUMBOLDT,CHI010,42424,17,
1111 N HUMBOLDT,CHI010,42425,36,
1111 N HUMBOLDT,CHI010,42426,52,
1111 N HUMBOLDT,CHI010,42427,66,
1111 N HUMBOLDT,CHI010,42428,59,
1111 N HUMBOLDT,CHI010,42429,58,
1111 N HUMBOLDT,CHI010,42430,29,
1111 N HUMBOLDT,CHI010,42431,31,
1111 N HUMBOLDT,CHI010,42432,38,
1111 N HUMBOLDT,CHI010,42433,62,
1111 N HUMBOLDT,CHI010,42434,82,
1111 N HUMBOLDT,CHI010,42435,85,
1111 N HUMBOLDT,CHI010,42436,50,
1111 N HUMBOLDT,CHI010,42437,46,
1111 N HUMBOLDT,CHI010,42438,48,
1111 N HUMBOLDT,CHI010,42439,55,
1111 N HUMBOLDT,CHI010,42440,66,
1111 N HUMBOLDT,CHI010,42441,76,
1111 N HUMBOLDT,CHI010,42442,46,
1111 N HUMBOLDT,CHI010,42443,53,
1111 N HUMBOLDT,CHI010,42444,50,
1111 N HUMBOLDT,CHI010,42445,51,
1111 N HUMBOLDT,CHI010,42446,69,
1111 N HUMBOLDT,CHI010,42447,56,
1111 N HUMBOLDT,CHI010,42448,80,
1111 N HUMBOLDT,CHI010,42449,90,
1111 N HUMBOLDT,CHI010,42450,52,
1111 N HUMBOLDT,CHI010,42451,59,
1111 N HUMBOLDT,CHI010,42452,38,
1111 N HUMBOLDT,CHI010,42453,22,
1111 N HUMBOLDT,CHI010,42454,84,
1111 N HUMBOLDT,CHI010,42455,93,
1111 N HUMBOLDT,CHI010,42456,57,
1111 N HUMBOLDT,CHI010,42457,60,
1111 N HUMBOLDT,CHI010,42458,64,
1111 N HUMBOLDT,CHI010,42459,34,
1111 N HUMBOLDT,CHI010,42460,45,
1111 N HUMBOLDT,CHI010,42461,53,
1111 N HUMBOLDT,CHI010,42462,74,
1111 N HUMBOLDT,CHI010,42463,96,
1111 N HUMBOLDT,CHI010,42464,31,
1111 N HUMBOLDT,CHI010,42465,56,
1111 N HUMBOLDT,CHI010,42466,33,
1111 N HUMBOLDT,CHI010,42467,55,
1111 N HUMBOLDT,CHI010,42468,47,
1111 N HUMBOLDT,CHI010,42469,81,
1111 N HUMBOLDT,CHI010,42470,53,
1111 N HUMBOLDT,CHI010,42471,61,
1111 N HUMBOLDT,CHI010,42472,57,
1111 N HUMBOLDT,CHI010,42473,46,
1111 N HUMBOLDT,CHI010,42474,48,
1111 N HUMBOLDT,CHI010,42475,52,
1111 N HUMBOLDT,CHI010,42476,95,
1111 N HUMBOLDT,CHI010,42477,91,
1111 N HUMBOLDT,CHI010,42478,45,
1111 N HUMBOLDT,CHI010,42479,47,
1111 N HUMBOLDT,CHI010,42480,36,
1111 N HUMBOLDT,CHI010,42481,58,
1111 N HUMBOLDT,CHI010,42482,59,
1111 N HUMBOLDT,CHI010,42483,78,
1111 N HUMBOLDT,CHI010,42484,61,
1111 N HUMBOLDT,CHI010,42485,50,
1111 N HUMBOLDT,CHI010,42486,39,
1111 N HUMBOLDT,CHI010,42487,31,
1111 N HUMBOLDT,CHI010,42488,47,
1111 N HUMBOLDT,CHI010,42489,56,
1111 N HUMBOLDT,CHI010,42490,43,
1111 N HUMBOLDT,CHI010,42491,78,
1111 N HUMBOLDT,CHI010,42492,55,
1111 N HUMBOLDT,CHI010,42493,61,
1111 N HUMBOLDT,CHI010,42494,48,
1111 N HUMBOLDT,CHI010,42495,67,
1111 N HUMBOLDT,CHI010,42496,58,
1111 N HUMBOLDT,CHI010,42497,80,
1111 N HUMBOLDT,CHI010,42498,65,
1111 N HUMBOLDT,CHI010,42499,31,
1111 N HUMBOLDT,CHI010,42500,40,
1111 N HUMBOLDT,CHI010,42501,44,
1111 N HUMBOLDT,CHI010,42502,52,
1111 N HUMBOLDT,CHI010,42503,52,
1111 N HUMBOLDT,CHI010,42504,80,
1111 N HUMBOLDT,CHI010,42505,76,
1111 N HUMBOLDT,CHI010,42506,66,
1111 N HUMBOLDT,CHI010,42507,40,
1111 N HUMBOLDT,CHI010,42508,37,
1111 N HUMBOLDT,CHI010,42509,52,
1111 N HUMBOLDT,CHI010,42510,61,
1111 N HUMBOLDT,CHI010,42511,55,
1111 N HUMBOLDT,CHI010,42512,83,
1111 N HUMBOLDT,CHI010,42513,38,
1111 N HUMBOLDT,CHI010,42514,28,
1111 N HUMBOLDT,CHI010,42515,26,
1111 N HUMBOLDT,CHI010,42516,33,
1111 N HUMBOLDT,CHI010,42517,35,
1111 N HUMBOLDT,CHI010,42520,32,
1111 N HUMBOLDT,CHI010,42521,44,
1111 N HUMBOLDT,CHI010,42522,27,
1111 N HUMBOLDT,CHI010,42523,38,
1111 N HUMBOLDT,CHI010,42524,52,
1111 N HUMBOLDT,CHI010,42525,67,
1111 N HUMBOLDT,CHI010,42526,64,
1111 N HUMBOLDT,CHI010,42527,38,
1111 N HUMBOLDT,CHI010,42528,44,
1111 N HUMBOLDT,CHI010,42529,46,
1111 N HUMBOLDT,CHI010,42530,28,
1111 N HUMBOLDT,CHI010,42531,57,
1111 N HUMBOLDT,CHI010,42532,82,
1111 N HUMBOLDT,CHI010,42533,65,
1111 N HUMBOLDT,CHI010,42534,57,
1111 N HUMBOLDT,CHI010,42535,46,
1111 N HUMBOLDT,CHI010,42536,49,
1111 N HUMBOLDT,CHI010,42537,39,
1111 N HUMBOLDT,CHI010,42538,45,
1111 N HUMBOLDT,CHI010,42539,45,
1111 N HUMBOLDT,CHI010,42540,73,
1111 N HUMBOLDT,CHI010,42541,48,
1111 N HUMBOLDT,CHI010,42542,59,
1111 N HUMBOLDT,CHI010,42543,26,
1111 N HUMBOLDT,CHI010,42544,51,
1111 N HUMBOLDT,CHI010,42545,61,
1111 N HUMBOLDT,CHI010,42546,83,
1111 N HUMBOLDT,CHI010,42547,75,
1111 N HUMBOLDT,CHI010,42548,49,
1111 N HUMBOLDT,CHI010,42549,49,
1111 N HUMBOLDT,CHI010,42550,58,
1111 N HUMBOLDT,CHI010,42551,49,
1111 N HUMBOLDT,CHI010,42552,67,
1111 N HUMBOLDT,CHI010,42553,62,
1111 N HUMBOLDT,CHI010,42554,55,
1111 N HUMBOLDT,CHI010,42555,54,
1111 N HUMBOLDT,CHI010,42556,56,
1111 N HUMBOLDT,CHI010,42557,57,
1111 N HUMBOLDT,CHI010,42558,58,
1111 N HUMBOLDT,CHI010,42559,58,
1111 N HUMBOLDT,CHI010,42560,69,
1111 N HUMBOLDT,CHI010,42561,51,
1111 N HUMBOLDT,CHI010,42562,71,
1111 N HUMBOLDT,CHI010,42563,54,
1111 N HUMBOLDT,CHI010,42564,44,
1111 N HUMBOLDT,CHI010,42565,60,
1111 N HUMBOLDT,CHI010,42566,56,
1111 N HUMBOLDT,CHI010,42567,72,
1111 N HUMBOLDT,CHI010,42568,56,
1111 N HUMBOLDT,CHI010,42569,50,
1111 N HUMBOLDT,CHI010,42570,62,
1111 N HUMBOLDT,CHI010,42571,50,
1111 N HUMBOLDT,CHI010,42572,46,
1111 N HUMBOLDT,CHI010,42573,67,
1111 N HUMBOLDT,CHI010,42574,56,
1111 N HUMBOLDT,CHI010,42575,52,
1111 N HUMBOLDT,CHI010,42576,67,
1111 N HUMBOLDT,CHI010,42577,76,
1111 N HUMBOLDT,CHI010,42578,66,
1111 N HUMBOLDT,CHI010,42579,48,
1111 N HUMBOLDT,CHI010,42580,59,
1111 N HUMBOLDT,CHI010,42581,82,
1111 N HUMBOLDT,CHI010,42582,79,
1111 N HUMBOLDT,CHI010,42583,68,
1111 N HUMBOLDT,CHI010,42584,55,
1111 N HUMBOLDT,CHI010,42585,54,
1111 N HUMBOLDT,CHI010,42586,77,
1111 N HUMBOLDT,CHI010,42587,76,
1111 N HUMBOLDT,CHI010,42588,90,
1111 N HUMBOLDT,CHI010,42589,76,
1111 N HUMBOLDT,CHI010,42590,48,
1111 N HUMBOLDT,CHI010,42591,57,
1111 N HUMBOLDT,CHI010,42592,52,
1111 N HUMBOLDT,CHI010,42593,69,
1111 N HUMBOLDT,CHI010,42594,36,
1111 N HUMBOLDT,CHI010,42595,84,
1111 N HUMBOLDT,CHI010,42596,58,
1111 N HUMBOLDT,CHI010,42597,44,
1111 N HUMBOLDT,CHI010,42598,60,
1111 N HUMBOLDT,CHI010,42599,56,
1111 N HUMBOLDT,CHI010,42600,44,
1111 N HUMBOLDT,CHI010,42601,58,
1111 N HUMBOLDT,CHI010,42602,74,
1111 N HUMBOLDT,CHI010,42603,72,
1111 N HUMBOLDT,CHI010,42604,57,
1111 N HUMBOLDT,CHI010,42605,77,
1111 N HUMBOLDT,CHI010,42606,63,
1111 N HUMBOLDT,CHI010,42607,61,
1111 N HUMBOLDT,CHI010,42608,72,
1111 N HUMBOLDT,CHI010,42609,74,
1111 N HUMBOLDT,CHI010,42610,61,
1111 N HUMBOLDT,CHI010,42611,61,
1111 N HUMBOLDT,CHI010,42612,53,
1111 N HUMBOLDT,CHI010,42613,77,
1111 N HUMBOLDT,CHI010,42614,40,
1111 N HUMBOLDT,CHI010,42615,72,
1111 N HUMBOLDT,CHI010,42616,102,
1111 N HUMBOLDT,CHI010,42617,85,
1111 N HUMBOLDT,CHI010,42618,60,
1111 N HUMBOLDT,CHI010,42619,58,
1111 N HUMBOLDT,CHI010,42620,52,
1111 N HUMBOLDT,CHI010,42621,56,
1111 N HUMBOLDT,CHI010,42622,53,
1111 N HUMBOLDT,CHI010,42623,71,
1111 N HUMBOLDT,CHI010,42624,81,
1111 N HUMBOLDT,CHI010,42625,65,
1111 N HUMBOLDT,CHI010,42626,54,
1111 N HUMBOLDT,CHI010,42627,44,
1111 N HUMBOLDT,CHI010,42628,63,
1111 N HUMBOLDT,CHI010,42629,68,
1111 N HUMBOLDT,CHI010,42630,97,
1111 N HUMBOLDT,CHI010,42631,86,
1111 N HUMBOLDT,CHI010,42632,61,
1111 N HUMBOLDT,CHI010,42633,46,
1111 N HUMBOLDT,CHI010,42634,45,
1111 N HUMBOLDT,CHI010,42635,52,
1111 N HUMBOLDT,CHI010,42636,55,
1111 N HUMBOLDT,CHI010,42637,72,
1111 N HUMBOLDT,CHI010,42638,68,
1111 N HUMBOLDT,CHI010,42639,55,
1111 N HUMBOLDT,CHI010,42640,59,
1111 N HUMBOLDT,CHI010,42641,31,
1111 N HUMBOLDT,CHI010,42642,44,
1111 N HUMBOLDT,CHI010,42643,58,
1111 N HUMBOLDT,CHI010,42644,69,
1111 N HUMBOLDT,CHI010,42645,69,
1111 N HUMBOLDT,CHI010,42646,42,
1111 N HUMBOLDT,CHI010,42647,40,
1111 N HUMBOLDT,CHI010,42648,43,
1111 N HUMBOLDT,CHI010,42649,37,
1111 N HUMBOLDT,CHI010,42650,73,
1111 N HUMBOLDT,CHI010,42651,108,
1111 N HUMBOLDT,CHI010,42652,94,
1111 N HUMBOLDT,CHI010,42653,61,
1111 N HUMBOLDT,CHI010,42654,50,
1111 N HUMBOLDT,CHI010,42655,27,
1111 N HUMBOLDT,CHI010,42656,61,
1111 N HUMBOLDT,CHI010,42657,75,
1111 N HUMBOLDT,CHI010,42658,87,
1111 N HUMBOLDT,CHI010,42659,60,
1111 N HUMBOLDT,CHI010,42660,59,
1111 N HUMBOLDT,CHI010,42661,53,
1111 N HUMBOLDT,CHI010,42662,51,
1111 N HUMBOLDT,CHI010,42663,51,
1111 N HUMBOLDT,CHI010,42664,78,
1111 N HUMBOLDT,CHI010,42665,92,
1111 N HUMBOLDT,CHI010,42666,69,
1111 N HUMBOLDT,CHI010,42667,46,
1111 N HUMBOLDT,CHI010,42668,48,
1111 N HUMBOLDT,CHI010,42669,42,
1111 N HUMBOLDT,CHI010,42670,51,
1111 N HUMBOLDT,CHI010,42671,84,
1111 N HUMBOLDT,CHI010,42672,68,
1111 N HUMBOLDT,CHI010,42673,66,
1111 N HUMBOLDT,CHI010,42674,58,
1111 N HUMBOLDT,CHI010,42675,55,
1111 N HUMBOLDT,CHI010,42676,33,
1111 N HUMBOLDT,CHI010,42677,54,
1111 N HUMBOLDT,CHI010,42678,79,
1111 N HUMBOLDT,CHI010,42679,82,
1111 N HUMBOLDT,CHI010,42680,67,
1111 N HUMBOLDT,CHI010,42681,50,
1111 N HUMBOLDT,CHI010,42682,54,
1111 N HUMBOLDT,CHI010,42683,44,
1111 N HUMBOLDT,CHI010,42684,48,
1111 N HUMBOLDT,CHI010,42685,90,
1111 N HUMBOLDT,CHI010,42686,62,
1111 N HUMBOLDT,CHI010,42687,72,
1111 N HUMBOLDT,CHI010,42688,43,
1111 N HUMBOLDT,CHI010,42689,77,
1111 N HUMBOLDT,CHI010,42690,51,
1111 N HUMBOLDT,CHI010,42691,69,
1111 N HUMBOLDT,CHI010,42692,55,
1111 N HUMBOLDT,CHI010,42693,67,
1111 N HUMBOLDT,CHI010,42694,79,
1111 N HUMBOLDT,CHI010,42695,79,
1111 N HUMBOLDT,CHI010,42696,56,
1111 N HUMBOLDT,CHI010,42697,56,
1111 N HUMBOLDT,CHI010,42698,86,
1111 N HUMBOLDT,CHI010,42699,71,
1111 N HUMBOLDT,CHI010,42700,78,
1111 N HUMBOLDT,CHI010,42701,74,
1111 N HUMBOLDT,CHI010,42702,46,
1111 N HUMBOLDT,CHI010,42703,59,
1111 N HUMBOLDT,CHI010,42704,52,
1111 N HUMBOLDT,CHI010,42705,53,
1111 N HUMBOLDT,CHI010,42706,57,
1111 N HUMBOLDT,CHI010,42707,75,
1111 N HUMBOLDT,CHI010,42708,44,
1111 N HUMBOLDT,CHI010,42709,49,
1111 N HUMBOLDT,CHI010,42710,47,
1111 N HUMBOLDT,CHI010,42711,57,
1111 N HUMBOLDT,CHI010,42712,53,
1111 N HUMBOLDT,CHI010,42713,57,
1111 N HUMBOLDT,CHI010,42714,51,
1111 N HUMBOLDT,CHI010,42715,26,
1111 N HUMBOLDT,CHI010,42716,24,
1111 N HUMBOLDT,CHI010,42717,41,
1111 N HUMBOLDT,CHI010,42718,50,
1111 N HUMBOLDT,CHI010,42719,44,
1111 N HUMBOLDT,CHI010,42720,31,
1111 N HUMBOLDT,CHI010,42721,38,
1111 N HUMBOLDT,CHI010,42722,37,
1111 N HUMBOLDT,CHI010,42723,44,
1111 N HUMBOLDT,CHI010,42724,41,
1111 N HUMBOLDT,CHI010,42725,52,
1111 N HUMBOLDT,CHI010,42726,50,
1111 N HUMBOLDT,CHI010,42727,43,
1111 N HUMBOLDT,CHI010,42728,69,
1111 N HUMBOLDT,CHI010,42729,50,
1111 N HUMBOLDT,CHI010,42730,58,
1111 N HUMBOLDT,CHI010,42731,62,
1111 N HUMBOLDT,CHI010,42732,69,
1111 N HUMBOLDT,CHI010,42733,60,
1111 N HUMBOLDT,CHI010,42734,74,
1111 N HUMBOLDT,CHI010,42735,70,
1111 N HUMBOLDT,CHI010,42736,60,
1111 N HUMBOLDT,CHI010,42737,47,
1111 N HUMBOLDT,CHI010,42738,42,
1111 N HUMBOLDT,CHI010,42739,69,
1111 N HUMBOLDT,CHI010,42740,56,
1111 N HUMBOLDT,CHI010,42741,56,
1111 N HUMBOLDT,CHI010,42742,85,
1111 N HUMBOLDT,CHI010,42743,87,
1111 N HUMBOLDT,CHI010,42744,46,
1111 N HUMBOLDT,CHI010,42745,33,
1111 N HUMBOLDT,CHI010,42746,17,
1111 N HUMBOLDT,CHI010,42748,23,
1111 N HUMBOLDT,CHI010,42749,76,
1111 N HUMBOLDT,CHI010,42750,58,
1111 N HUMBOLDT,CHI010,42751,33,
1111 N HUMBOLDT,CHI010,42752,43,
1111 N HUMBOLDT,CHI010,42753,40,
1111 N HUMBOLDT,CHI010,42754,41,
1111 N HUMBOLDT,CHI010,42755,35,
1111 N HUMBOLDT,CHI010,42756,78,
1111 N HUMBOLDT,CHI010,42757,66,
1111 N HUMBOLDT,CHI010,42758,45,
1111 N HUMBOLDT,CHI010,42759,40,
1111 N HUMBOLDT,CHI010,42760,40,
1111 N HUMBOLDT,CHI010,42761,55,
1111 N HUMBOLDT,CHI010,42762,56,
1111 N HUMBOLDT,CHI010,42763,81,
1111 N HUMBOLDT,CHI010,42764,53,
1111 N HUMBOLDT,CHI010,42765,68,
1111 N HUMBOLDT,CHI010,42766,48,
1111 N HUMBOLDT,CHI010,42767,57,
1111 N HUMBOLDT,CHI010,42768,44,
1111 N HUMBOLDT,CHI010,42769,58,
1111 N HUMBOLDT,CHI010,42770,65,
1111 N HUMBOLDT,CHI010,42771,74,
1111 N HUMBOLDT,CHI010,42772,51,
1111 N HUMBOLDT,CHI010,42773,31,
1111 N HUMBOLDT,CHI010,42774,45,
1111 N HUMBOLDT,CHI010,42775,63,
1111 N HUMBOLDT,CHI010,42776,60,
1111 N HUMBOLDT,CHI010,42777,70,
1111 N HUMBOLDT,CHI010,42778,79,
1111 N HUMBOLDT,CHI010,42779,47,
1111 N HUMBOLDT,CHI010,42780,45,
1111 N HUMBOLDT,CHI010,42781,46,
1111 N HUMBOLDT,CHI010,42782,44,
1111 N HUMBOLDT,CHI010,42783,73,
1111 N HUMBOLDT,CHI010,42784,82,
1111 N HUMBOLDT,CHI010,42785,71,
1111 N HUMBOLDT,CHI010,42786,55,
1111 N HUMBOLDT,CHI010,42787,30,
1111 N HUMBOLDT,CHI010,42788,48,
1111 N HUMBOLDT,CHI010,42789,43,
1111 N HUMBOLDT,CHI010,42790,35,
1111 N HUMBOLDT,CHI010,42791,94,
1111 N HUMBOLDT,CHI010,42792,92,
1111 N HUMBOLDT,CHI010,42793,50,
1111 N HUMBOLDT,CHI010,42794,28,
1111 N HUMBOLDT,CHI010,42795,27,
1111 N HUMBOLDT,CHI010,42796,37,
1111 N HUMBOLDT,CHI010,42797,46,
1111 N HUMBOLDT,CHI010,42798,53,
1111 N HUMBOLDT,CHI010,42799,43,
1111 N HUMBOLDT,CHI010,42800,26,
1111 N HUMBOLDT,CHI010,42801,47,
1111 N HUMBOLDT,CHI010,42802,55,
1111 N HUMBOLDT,CHI010,42803,47,
1111 N HUMBOLDT,CHI010,42804,52,
1111 N HUMBOLDT,CHI010,42805,75,
1111 N HUMBOLDT,CHI010,42806,74,
1111 N HUMBOLDT,CHI010,42807,39,
1111 N HUMBOLDT,CHI010,42808,29,
1111 N HUMBOLDT,CHI010,42809,47,
1111 N HUMBOLDT,CHI010,42810,60,
1111 N HUMBOLDT,CHI010,42811,39,
1111 N HUMBOLDT,CHI010,42812,72,
1111 N HUMBOLDT,CHI010,42813,74,
1111 N HUMBOLDT,CHI010,42814,51,
1111 N HUMBOLDT,CHI010,42815,52,
1111 N HUMBOLDT,CHI010,42816,52,
1111 N HUMBOLDT,CHI010,42817,46,
1111 N HUMBOLDT,CHI010,42818,69,
1111 N HUMBOLDT,CHI010,42819,47,
1111 N HUMBOLDT,CHI010,42820,62,
1111 N HUMBOLDT,CHI010,42821,50,
1111 N HUMBOLDT,CHI010,42822,49,
1111 N HUMBOLDT,CHI010,42823,43,
1111 N HUMBOLDT,CHI010,42824,30,
1111 N HUMBOLDT,CHI010,42825,55,
1111 N HUMBOLDT,CHI010,42826,97,
1111 N HUMBOLDT,CHI010,42827,77,
1111 N HUMBOLDT,CHI010,42828,41,
1111 N HUMBOLDT,CHI010,42829,51,
1111 N HUMBOLDT,CHI010,42830,31,
1111 N HUMBOLDT,CHI010,42831,54,
1111 N HUMBOLDT,CHI010,42832,59,
1111 N HUMBOLDT,CHI010,42833,83,
1111 N HUMBOLDT,CHI010,42834,68,
1111 N HUMBOLDT,CHI010,42835,36,
1111 N HUMBOLDT,CHI010,42836,67,
1111 N HUMBOLDT,CHI010,42837,68,
1111 N HUMBOLDT,CHI010,42838,74,
1111 N HUMBOLDT,CHI010,42839,67,
1111 N HUMBOLDT,CHI010,42840,83,
1111 N HUMBOLDT,CHI010,42841,65,
1111 N HUMBOLDT,CHI010,42842,61,
1111 N HUMBOLDT,CHI010,42843,61,
1111 N HUMBOLDT,CHI010,42844,53,
1111 N HUMBOLDT,CHI010,42845,71,
1111 N HUMBOLDT,CHI010,42846,70,
1111 N HUMBOLDT,CHI010,42847,79,
1111 N HUMBOLDT,CHI010,42848,85,
1111 N HUMBOLDT,CHI010,42849,60,
1111 N HUMBOLDT,CHI010,42850,63,
1111 N HUMBOLDT,CHI010,42851,59,
1111 N HUMBOLDT,CHI010,42852,57,
1111 N HUMBOLDT,CHI010,42853,62,
1111 N HUMBOLDT,CHI010,42854,45,
1111 N HUMBOLDT,CHI010,42855,57,
1111 N HUMBOLDT,CHI010,42856,59,
1111 N HUMBOLDT,CHI010,42857,59,
1111 N HUMBOLDT,CHI010,42858,70,
1111 N HUMBOLDT,CHI010,42859,62,
1111 N HUMBOLDT,CHI010,42860,86,
1111 N HUMBOLDT,CHI010,42861,89,
1111 N HUMBOLDT,CHI010,42862,97,
1111 N HUMBOLDT,CHI010,42863,51,
1111 N HUMBOLDT,CHI010,42864,43,
1111 N HUMBOLDT,CHI010,42865,56,
1111 N HUMBOLDT,CHI010,42866,64,
1111 N HUMBOLDT,CHI010,42867,72,
1111 N HUMBOLDT,CHI010,42868,53,
1111 N HUMBOLDT,CHI010,42869,55,
1111 N HUMBOLDT,CHI010,42870,49,
1111 N HUMBOLDT,CHI010,42871,62,
1111 N HUMBOLDT,CHI010,42872,53,
1111 N HUMBOLDT,CHI010,42873,62,
1111 N HUMBOLDT,CHI010,42874,44,
1111 N HUMBOLDT,CHI010,42875,69,
1111 N HUMBOLDT,CHI010,42876,78,
1111 N HUMBOLDT,CHI010,42877,58,
1111 N HUMBOLDT,CHI010,42878,38,
1111 N HUMBOLDT,CHI010,42879,45,
1111 N HUMBOLDT,CHI010,42880,58,
1111 N HUMBOLDT,CHI010,42881,48,
1111 N HUMBOLDT,CHI010,42882,73,
1111 N HUMBOLDT,CHI010,42883,57,
1111 N HUMBOLDT,CHI010,42884,70,
1111 N HUMBOLDT,CHI010,42885,45,
1111 N HUMBOLDT,CHI010,42886,56,
1111 N HUMBOLDT,CHI010,42887,49,
1111 N HUMBOLDT,CHI010,42888,66,
1111 N HUMBOLDT,CHI010,42889,67,
1111 N HUMBOLDT,CHI010,42890,65,
1111 N HUMBOLDT,CHI010,42891,50,
1111 N HUMBOLDT,CHI010,42892,49,
1111 N HUMBOLDT,CHI010,42893,47,
1111 N HUMBOLDT,CHI010,42894,48,
1111 N HUMBOLDT,CHI010,42895,59,
1111 N HUMBOLDT,CHI010,42896,72,
1111 N HUMBOLDT,CHI010,42897,65,
1111 N HUMBOLDT,CHI010,42898,68,
1111 N HUMBOLDT,CHI010,42899,51,
1111 N HUMBOLDT,CHI010,42900,31,
1111 N HUMBOLDT,CHI010,42901,23,
1111 N HUMBOLDT,CHI010,42902,57,
1111 N HUMBOLDT,CHI010,42903,19,
1111 N HUMBOLDT,CHI010,42904,25,
1111 N HUMBOLDT,CHI010,42905,42,
1111 N HUMBOLDT,CHI010,42906,45,
1111 N HUMBOLDT,CHI010,42907,58,
1111 N HUMBOLDT,CHI010,42908,60,
1111 N HUMBOLDT,CHI010,42909,69,
1111 N HUMBOLDT,CHI010,42910,70,
1111 N HUMBOLDT,CHI010,42911,76,
1111 N HUMBOLDT,CHI010,42912,56,
1111 N HUMBOLDT,CHI010,42913,43,
1111 N HUMBOLDT,CHI010,42914,50,
1111 N HUMBOLDT,CHI010,42915,51,
1111 N HUMBOLDT,CHI010,42916,61,
1111 N HUMBOLDT,CHI010,42917,79,
1111 N HUMBOLDT,CHI010,42918,73,
1111 N HUMBOLDT,CHI010,42919,65,
1111 N HUMBOLDT,CHI010,42920,68,
1111 N HUMBOLDT,CHI010,42921,51,
1111 N HUMBOLDT,CHI010,42922,53,
1111 N HUMBOLDT,CHI010,42923,66,
1111 N HUMBOLDT,CHI010,42924,61,
1111 N HUMBOLDT,CHI010,42925,70,
1111 N HUMBOLDT,CHI010,42926,42,
1111 N HUMBOLDT,CHI010,42927,50,
1111 N HUMBOLDT,CHI010,42928,49,
1111 N HUMBOLDT,CHI010,42929,56,
1111 N HUMBOLDT,CHI010,42930,47,
1111 N HUMBOLDT,CHI010,42931,75,
1111 N HUMBOLDT,CHI010,42932,70,
1111 N HUMBOLDT,CHI010,42933,60,
1111 N HUMBOLDT,CHI010,42934,53,
1111 N HUMBOLDT,CHI010,42935,50,
1111 N HUMBOLDT,CHI010,42936,54,
1111 N HUMBOLDT,CHI010,42937,45,
1111 N HUMBOLDT,CHI010,42938,67,
1111 N HUMBOLDT,CHI010,42939,82,
1111 N HUMBOLDT,CHI010,42940,45,
1111 N HUMBOLDT,CHI010,42941,51,
1111 N HUMBOLDT,CHI010,42942,53,
1111 N HUMBOLDT,CHI010,42943,75,
1111 N HUMBOLDT,CHI010,42944,68,
1111 N HUMBOLDT,CHI010,42945,78,
1111 N HUMBOLDT,CHI010,42946,63,
1111 N HUMBOLDT,CHI010,42947,46,
1111 N HUMBOLDT,CHI010,42948,62,
1111 N HUMBOLDT,CHI010,42949,74,
1111 N HUMBOLDT,CHI010,42950,61,
1111 N HUMBOLDT,CHI010,42951,69,
1111 N HUMBOLDT,CHI010,42952,85,
1111 N HUMBOLDT,CHI010,42953,83,
1111 N HUMBOLDT,CHI010,42954,51,
1111 N HUMBOLDT,CHI010,42955,52,
1111 N HUMBOLDT,CHI010,42956,85,
1111 N HUMBOLDT,CHI010,42957,64,
1111 N HUMBOLDT,CHI010,42958,77,
1111 N HUMBOLDT,CHI010,42959,96,
1111 N HUMBOLDT,CHI010,42960,71,
1111 N HUMBOLDT,CHI010,42961,66,
1111 N HUMBOLDT,CHI010,42962,69,
1111 N HUMBOLDT,CHI010,42963,53,
1111 N HUMBOLDT,CHI010,42964,65,
1111 N HUMBOLDT,CHI010,42965,71,
